Datetime,Open,High,Low,Close,Symbol,Adj Close,Volume
2023-07-07 14:16:00+05:30,1333.550048828125,1333.550048828125,1333.050048828125,1333.050048828125,INFY,1333.050048828125,0
2023-07-07 14:17:00+05:30,1333.1500244140625,1333.25,1332.5999755859375,1332.9000244140625,INFY,1332.9000244140625,8576
2023-07-07 14:18:00+05:30,1332.949951171875,1333.0,1332.5,1332.75,INFY,1332.75,15205
2023-07-07 14:19:00+05:30,1332.75,1333.0,1332.449951171875,1332.949951171875,INFY,1332.949951171875,12708
2023-07-07 14:20:00+05:30,1332.949951171875,1334.050048828125,1332.949951171875,1334.0,INFY,1334.0,21282
2023-07-07 14:21:00+05:30,1334.1500244140625,1334.25,1333.25,1334.1500244140625,INFY,1334.1500244140625,17856
2023-07-07 14:22:00+05:30,1334.199951171875,1334.199951171875,1333.5,1333.5,INFY,1333.5,14912
2023-07-07 14:23:00+05:30,1333.5,1333.800048828125,1333.0,1333.300048828125,INFY,1333.300048828125,14167
2023-07-07 14:24:00+05:30,1333.050048828125,1333.5,1332.75,1333.0999755859375,INFY,1333.0999755859375,8611
2023-07-07 14:25:00+05:30,1333.050048828125,1333.3499755859375,1333.0,1333.0999755859375,INFY,1333.0999755859375,12762
2023-07-07 14:26:00+05:30,1333.25,1334.199951171875,1333.0999755859375,1333.6500244140625,INFY,1333.6500244140625,24755
2023-07-07 14:27:00+05:30,1334.199951171875,1334.449951171875,1333.449951171875,1333.75,INFY,1333.75,12608
2023-07-07 14:28:00+05:30,1333.75,1333.8499755859375,1333.699951171875,1333.8499755859375,INFY,1333.8499755859375,6002
2023-07-07 14:29:00+05:30,1333.8499755859375,1334.0,1333.800048828125,1333.949951171875,INFY,1333.949951171875,6573
2023-07-07 14:30:00+05:30,1333.949951171875,1334.5,1333.9000244140625,1334.5,INFY,1334.5,12039
2023-07-07 14:31:00+05:30,1334.449951171875,1334.9000244140625,1334.449951171875,1334.9000244140625,INFY,1334.9000244140625,10650
2023-07-07 14:32:00+05:30,1334.949951171875,1335.5999755859375,1334.75,1334.8499755859375,INFY,1334.8499755859375,25623
2023-07-07 14:33:00+05:30,1334.8499755859375,1335.5,1334.699951171875,1335.300048828125,INFY,1335.300048828125,5302
2023-07-07 14:34:00+05:30,1335.3499755859375,1335.4000244140625,1335.300048828125,1335.300048828125,INFY,1335.300048828125,9013
2023-07-07 14:35:00+05:30,1335.3499755859375,1337.5,1335.300048828125,1337.0,INFY,1337.0,34885
2023-07-07 14:36:00+05:30,1337.3499755859375,1337.4000244140625,1336.300048828125,1336.5,INFY,1336.5,13170
2023-07-07 14:37:00+05:30,1336.25,1336.5,1335.699951171875,1336.25,INFY,1336.25,16734
2023-07-07 14:38:00+05:30,1336.25,1338.199951171875,1336.25,1337.050048828125,INFY,1337.050048828125,31350
2023-07-07 14:39:00+05:30,1337.550048828125,1337.550048828125,1336.550048828125,1337.1500244140625,INFY,1337.1500244140625,12967
2023-07-07 14:40:00+05:30,1337.0,1337.1500244140625,1336.5999755859375,1337.0,INFY,1337.0,9684
2023-07-07 14:41:00+05:30,1336.9000244140625,1337.050048828125,1336.9000244140625,1337.0,INFY,1337.0,8074
2023-07-07 14:42:00+05:30,1337.1500244140625,1337.699951171875,1337.050048828125,1337.5999755859375,INFY,1337.5999755859375,11595
2023-07-07 14:43:00+05:30,1337.5999755859375,1337.5999755859375,1337.0999755859375,1337.5999755859375,INFY,1337.5999755859375,17634
2023-07-07 14:44:00+05:30,1337.800048828125,1338.300048828125,1337.800048828125,1337.949951171875,INFY,1337.949951171875,12529
2023-07-07 14:45:00+05:30,1338.050048828125,1338.199951171875,1337.0,1337.0,INFY,1337.0,15692
2023-07-07 14:46:00+05:30,1337.25,1337.5,1337.0,1337.449951171875,INFY,1337.449951171875,15856
2023-07-07 14:47:00+05:30,1337.300048828125,1337.5,1337.1500244140625,1337.449951171875,INFY,1337.449951171875,8219
2023-07-07 14:48:00+05:30,1337.5,1337.9000244140625,1337.449951171875,1337.800048828125,INFY,1337.800048828125,18551
2023-07-07 14:49:00+05:30,1337.75,1337.800048828125,1337.0,1337.25,INFY,1337.25,14605
2023-07-07 14:50:00+05:30,1337.4000244140625,1337.4000244140625,1336.1500244140625,1336.199951171875,INFY,1336.199951171875,25446
2023-07-07 14:51:00+05:30,1336.199951171875,1336.75,1335.75,1335.949951171875,INFY,1335.949951171875,19187
2023-07-07 14:52:00+05:30,1335.949951171875,1336.0999755859375,1335.300048828125,1335.300048828125,INFY,1335.300048828125,15864
2023-07-07 14:53:00+05:30,1335.300048828125,1336.0,1335.1500244140625,1335.8499755859375,INFY,1335.8499755859375,14220
2023-07-07 14:54:00+05:30,1335.8499755859375,1335.949951171875,1334.199951171875,1334.699951171875,INFY,1334.699951171875,28966
2023-07-07 14:55:00+05:30,1334.75,1336.9000244140625,1334.75,1336.75,INFY,1336.75,29016
