Datetime,Open,High,Low,Close,Symbol,Adj Close,Volume
2023-07-07 14:16:00+05:30,504.75,505.1000061035156,504.75,504.8999938964844,DLF,504.8999938964844,0
2023-07-07 14:17:00+05:30,505.04998779296875,505.29998779296875,505.0,505.25,DLF,505.25,3504
2023-07-07 14:18:00+05:30,505.25,505.25,504.79998779296875,505.04998779296875,DLF,505.04998779296875,9143
2023-07-07 14:19:00+05:30,504.8999938964844,505.20001220703125,504.8999938964844,505.0,DLF,505.0,1254
2023-07-07 14:20:00+05:30,505.0,505.3999938964844,505.0,505.25,DLF,505.25,3652
2023-07-07 14:21:00+05:30,505.25,505.3999938964844,505.20001220703125,505.20001220703125,DLF,505.20001220703125,4250
2023-07-07 14:22:00+05:30,505.29998779296875,505.29998779296875,505.20001220703125,505.20001220703125,DLF,505.20001220703125,1776
2023-07-07 14:23:00+05:30,505.25,505.25,504.8999938964844,505.04998779296875,DLF,505.04998779296875,6021
2023-07-07 14:24:00+05:30,504.6000061035156,504.6000061035156,504.3500061035156,504.3999938964844,DLF,504.3999938964844,11052
2023-07-07 14:25:00+05:30,504.3999938964844,504.6000061035156,504.3999938964844,504.5,DLF,504.5,2581
2023-07-07 14:26:00+05:30,504.5,504.79998779296875,504.45001220703125,504.6000061035156,DLF,504.6000061035156,4768
2023-07-07 14:27:00+05:30,504.29998779296875,504.8500061035156,504.29998779296875,504.8500061035156,DLF,504.8500061035156,6299
2023-07-07 14:28:00+05:30,504.6000061035156,504.95001220703125,504.6000061035156,504.70001220703125,DLF,504.70001220703125,4638
2023-07-07 14:29:00+05:30,504.25,504.54998779296875,504.0,504.54998779296875,DLF,504.54998779296875,12794
2023-07-07 14:30:00+05:30,504.6000061035156,504.8999938964844,504.3999938964844,504.6000061035156,DLF,504.6000061035156,3349
2023-07-07 14:31:00+05:30,504.6000061035156,504.75,504.54998779296875,504.70001220703125,DLF,504.70001220703125,1125
2023-07-07 14:32:00+05:30,505.29998779296875,505.29998779296875,504.8999938964844,505.1000061035156,DLF,505.1000061035156,14828
2023-07-07 14:33:00+05:30,505.0,505.45001220703125,505.0,505.1499938964844,DLF,505.1499938964844,11605
2023-07-07 14:34:00+05:30,505.1499938964844,505.6499938964844,505.1499938964844,505.6499938964844,DLF,505.6499938964844,6280
2023-07-07 14:35:00+05:30,505.6000061035156,505.6000061035156,505.3500061035156,505.3999938964844,DLF,505.3999938964844,4371
2023-07-07 14:36:00+05:30,505.3999938964844,505.3999938964844,504.8500061035156,504.8500061035156,DLF,504.8500061035156,15860
2023-07-07 14:37:00+05:30,504.75,504.8500061035156,504.54998779296875,504.70001220703125,DLF,504.70001220703125,19949
2023-07-07 14:38:00+05:30,504.75,505.25,504.6499938964844,505.0,DLF,505.0,28842
2023-07-07 14:39:00+05:30,505.0,505.20001220703125,504.6000061035156,504.6499938964844,DLF,504.6499938964844,28933
2023-07-07 14:40:00+05:30,504.75,505.1499938964844,504.6000061035156,504.8999938964844,DLF,504.8999938964844,34963
2023-07-07 14:41:00+05:30,504.79998779296875,505.0,504.5,504.8500061035156,DLF,504.8500061035156,6388
2023-07-07 14:42:00+05:30,504.54998779296875,504.95001220703125,504.54998779296875,504.6499938964844,DLF,504.6499938964844,8680
2023-07-07 14:43:00+05:30,504.6499938964844,504.95001220703125,504.54998779296875,504.75,DLF,504.75,20857
2023-07-07 14:44:00+05:30,504.6499938964844,504.95001220703125,504.6000061035156,504.6499938964844,DLF,504.6499938964844,19066
2023-07-07 14:45:00+05:30,504.75,504.95001220703125,504.6499938964844,504.75,DLF,504.75,11713
2023-07-07 14:46:00+05:30,504.75,504.8500061035156,504.54998779296875,504.6000061035156,DLF,504.6000061035156,6352
2023-07-07 14:47:00+05:30,504.6000061035156,504.8999938964844,504.6000061035156,504.6499938964844,DLF,504.6499938964844,12921
2023-07-07 14:48:00+05:30,504.8999938964844,504.8999938964844,504.6000061035156,504.6000061035156,DLF,504.6000061035156,4770
2023-07-07 14:49:00+05:30,504.6000061035156,504.79998779296875,504.54998779296875,504.6499938964844,DLF,504.6499938964844,8655
2023-07-07 14:50:00+05:30,504.75,504.95001220703125,504.0,504.0,DLF,504.0,18732
2023-07-07 14:51:00+05:30,504.0,504.6499938964844,504.0,504.3999938964844,DLF,504.3999938964844,8292
2023-07-07 14:52:00+05:30,504.3999938964844,504.6499938964844,504.3500061035156,504.54998779296875,DLF,504.54998779296875,1017
2023-07-07 14:53:00+05:30,504.54998779296875,504.79998779296875,504.54998779296875,504.6499938964844,DLF,504.6499938964844,1954
2023-07-07 14:54:00+05:30,504.75,504.79998779296875,504.6499938964844,504.79998779296875,DLF,504.79998779296875,20999
2023-07-07 14:55:00+05:30,504.75,504.8500061035156,504.6499938964844,504.70001220703125,DLF,504.70001220703125,4298
2023-07-07 14:56:00+05:30,504.70001220703125,504.79998779296875,504.70001220703125,504.70001220703125,DLF,504.70001220703125,3548
2023-07-07 14:57:00+05:30,504.70001220703125,504.95001220703125,504.6000061035156,504.6000061035156,DLF,504.6000061035156,16871
2023-07-07 14:58:00+05:30,504.75,504.8999938964844,504.6000061035156,504.70001220703125,DLF,504.70001220703125,14427
2023-07-07 14:59:00+05:30,504.70001220703125,504.95001220703125,504.6000061035156,504.6000061035156,DLF,504.6000061035156,9139
2023-07-07 15:00:00+05:30,504.6000061035156,504.75,504.0,504.0,DLF,504.0,16979
2023-07-07 15:01:00+05:30,503.79998779296875,503.79998779296875,503.1000061035156,503.3500061035156,DLF,503.3500061035156,21092
2023-07-07 15:02:00+05:30,503.6000061035156,503.6000061035156,503.1000061035156,503.1000061035156,DLF,503.1000061035156,29334
2023-07-07 15:03:00+05:30,503.1000061035156,503.1499938964844,501.5,502.5,DLF,502.5,68303
2023-07-07 15:04:00+05:30,502.8500061035156,503.29998779296875,502.20001220703125,502.95001220703125,DLF,502.95001220703125,20603
2023-07-07 15:05:00+05:30,502.79998779296875,503.25,502.6000061035156,502.8999938964844,DLF,502.8999938964844,17185
2023-07-07 15:06:00+05:30,502.79998779296875,503.1499938964844,502.3999938964844,502.3999938964844,DLF,502.3999938964844,13313
2023-07-07 15:07:00+05:30,502.3999938964844,503.6000061035156,502.3999938964844,503.54998779296875,DLF,503.54998779296875,22685
2023-07-07 15:08:00+05:30,503.29998779296875,503.54998779296875,503.1000061035156,503.5,DLF,503.5,8334
2023-07-07 15:09:00+05:30,503.5,503.6499938964844,503.1499938964844,503.6499938964844,DLF,503.6499938964844,30387
2023-07-07 15:10:00+05:30,503.70001220703125,503.70001220703125,503.3999938964844,503.6000061035156,DLF,503.6000061035156,16912
2023-07-07 15:11:00+05:30,503.5,503.6000061035156,503.29998779296875,503.29998779296875,DLF,503.29998779296875,6230
2023-07-07 15:12:00+05:30,503.3500061035156,503.3500061035156,503.20001220703125,503.25,DLF,503.25,13903
2023-07-07 15:13:00+05:30,503.25,503.3999938964844,503.1499938964844,503.29998779296875,DLF,503.29998779296875,12586
2023-07-07 15:14:00+05:30,503.20001220703125,503.3500061035156,503.1499938964844,503.29998779296875,DLF,503.29998779296875,15760
2023-07-07 15:15:00+05:30,503.20001220703125,503.25,502.75,502.8999938964844,DLF,502.8999938964844,37072
2023-07-07 15:16:00+05:30,503.20001220703125,503.3500061035156,502.70001220703125,503.0,DLF,503.0,43195
2023-07-07 15:17:00+05:30,503.0,503.1499938964844,502.8999938964844,502.8999938964844,DLF,502.8999938964844,15776
2023-07-07 15:18:00+05:30,502.8999938964844,503.29998779296875,502.8500061035156,503.04998779296875,DLF,503.04998779296875,21750
2023-07-07 15:19:00+05:30,503.0,503.20001220703125,502.3500061035156,502.3500061035156,DLF,502.3500061035156,37330
2023-07-07 15:20:00+05:30,502.5,502.5,502.0,502.3500061035156,DLF,502.3500061035156,71292
